,id,Gender,Customer Type,Age,Price,NewUsed,Category,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Shipping delay in days,Arrival delay in days,Satisfaction
233,536R299p,Female,Premium,41.0,387.17,New,Entertainment,5,5,3,5,5,5,4,5,5,0,0,Satisfied
234,335Q349l,Female,Not Premium,48.0,95.1,New,Technology,1,3,1,1,1,2,2,3,1,0,0,Not Satisfied
235,065T222k,Female,Not Premium,42.0,134.33,New,Home/Kitchen,4,4,1,4,3,3,1,1,1,0,0,Not Satisfied
236,171R573e,Male,Premium,58.0,253.41,New,Technology,2,2,5,5,5,5,4,5,5,0,0,Satisfied
237,172X857z,Male,Premium,42.0,351.77,New,Technology,3,3,4,5,5,5,5,5,3,0,0,Satisfied
238,900I221x,Male,Premium,22.0,58.24,New,Technology,2,2,3,4,5,3,1,4,3,0,0,Not Satisfied
239,553Q7u14,Female,Premium,50.0,257.9,New,Entertainment,4,4,3,4,4,4,3,4,4,0,0,Satisfied
240,556Q159x,Male,Premium,36.0,23.66,New,Home/Kitchen,4,4,4,3,4,4,4,5,4,0,0,Not Satisfied
241,274Z1o89,Female,Premium,54.0,18.3,New,Home/Kitchen,5,2,1,4,4,3,5,3,1,0,0,Not Satisfied
242,701J699p,Female,Premium,29.0,186.62,New,Technology,3,3,2,4,2,2,3,3,2,0,0,Not Satisfied
243,918F990u,Male,Not Premium,42.0,85.36,Used,Entertainment,2,3,5,5,5,5,5,4,5,0,0,Not Satisfied
244,248O23h1,Male,Premium,61.0,40.34,New,Entertainment,2,2,4,2,1,2,2,2,2,0,0,Not Satisfied
245,182H396q,Male,Premium,70.0,52.54,New,Technology,5,4,4,4,2,2,3,4,3,0,0,Not Satisfied
246,566A471s,Female,Premium,41.0,254.0,New,Technology,5,5,2,5,5,5,4,5,4,0,0,Satisfied
247,421J256o,Male,Premium,51.0,163.45,New,Technology,2,2,2,3,3,3,3,3,4,0,0,Not Satisfied
248,453K178z,Male,Premium,,19.76,New,Sport,2,3,1,1,3,3,3,4,1,0,0,Not Satisfied
249,584O859u,Male,Premium,54.0,204.9,New,Entertainment,1,1,3,5,5,5,5,5,3,0,0,Satisfied
250,739O145s,Female,Premium,40.0,256.44,New,Home/Kitchen,2,2,3,4,4,4,4,4,4,0,0,Satisfied
251,910X365i,Female,Premium,19.0,153.87,New,Sport,1,4,4,2,1,3,3,3,4,0,0,Not Satisfied
252,893I900n,Female,Premium,42.0,361.19,New,Entertainment,5,5,3,5,5,5,4,5,4,0,0,Satisfied
253,044W938d,Male,Not Premium,26.0,47.34,New,Entertainment,2,3,2,4,3,4,5,5,2,0,0,Not Satisfied
254,101K947o,Male,Premium,49.0,15.77,New,Home/Kitchen,5,2,3,1,2,1,4,1,3,0,0,Not Satisfied
255,635E644a,Female,Premium,31.0,117.21,New,Entertainment,5,2,5,5,3,4,5,5,5,0,0,Not Satisfied
256,414Q328s,Male,Premium,44.0,258.83,New,Entertainment,5,5,4,5,4,1,4,1,4,0,0,Satisfied
257,172Q92v2,Female,Premium,44.0,94.24,New,Entertainment,5,3,2,3,2,3,3,3,5,0,0,Not Satisfied
258,392H676f,Male,Premium,43.0,249.22,New,Entertainment,5,3,5,1,4,1,3,1,4,0,0,Satisfied
259,416S910s,Male,Premium,70.0,39.9,New,Technology,3,3,5,3,2,3,4,3,3,0,0,Not Satisfied
260,611L271n,Female,Premium,31.0,83.13,New,Entertainment,4,4,2,1,4,4,4,4,2,0,0,Not Satisfied
261,713J636w,Female,Premium,,40.9,New,Technology,5,2,2,5,3,5,3,4,2,0,0,Not Satisfied
262,401D357a,Male,Premium,42.0,87.15,New,Entertainment,4,4,1,1,2,1,2,1,1,1,1,Not Satisfied
263,523X524p,Male,Premium,58.0,105.08,New,Technology,5,2,3,3,2,3,3,3,5,0,1,Not Satisfied
264,685G248d,Male,Premium,44.0,301.12,New,Sport,4,4,2,3,3,3,4,3,3,0,1,Not Satisfied
265,853Z611d,Male,Not Premium,36.0,108.94,New,Entertainment,4,4,2,4,3,4,3,4,2,0,0,Not Satisfied
266,653O424m,Female,Premium,19.0,381.07,New,Home/Kitchen,1,1,3,3,2,5,4,5,3,0,0,Satisfied
267,696I870v,Female,Premium,47.0,150.09,Used,Technology,3,3,5,3,3,4,3,4,5,0,0,Not Satisfied
268,351W979o,Male,Premium,57.0,60.04,New,Entertainment,3,3,2,4,4,4,5,4,3,0,0,Satisfied
269,672F258f,Male,Premium,56.0,92.94,New,Technology,1,1,3,5,5,5,4,5,3,0,0,Satisfied
270,981M767q,Female,Premium,40.0,85.76,New,Entertainment,5,3,4,3,5,4,4,4,4,0,0,Not Satisfied
271,941J605w,Male,Premium,58.0,104.76,New,Home/Kitchen,5,3,4,5,2,2,4,5,1,0,0,Not Satisfied
272,020K656o,Female,Premium,41.0,120.55,New,Technology,5,3,4,5,3,5,5,5,5,0,0,Not Satisfied
273,299T120v,Female,Not Premium,22.0,138.95,New,Entertainment,3,4,4,1,4,3,3,3,4,0,0,Not Satisfied
274,289Y844c,Male,Not Premium,26.0,19.57,New,Entertainment,0,4,2,5,2,4,3,4,2,0,0,Not Satisfied
275,622G272n,Female,Premium,42.0,379.96,New,Entertainment,3,3,2,5,5,5,4,5,4,0,0,Satisfied
276,434M909b,Female,Premium,44.0,209.4,New,Home/Kitchen,1,1,3,5,5,5,4,5,3,0,0,Satisfied
277,821X923d,Male,Premium,32.0,79.8,New,Home/Kitchen,3,4,5,1,5,1,4,1,5,0,0,Not Satisfied
278,292U804v,Female,Not Premium,21.0,26.59,New,Home/Kitchen,2,4,5,4,2,4,4,3,5,0,0,Not Satisfied
279,002M726f,Male,Premium,42.0,50.53,Used,Sport,5,5,1,5,5,5,3,5,4,0,0,Satisfied
280,897B610m,Male,Not Premium,42.0,115.24,New,Home/Kitchen,3,3,5,2,1,3,3,4,5,0,0,Not Satisfied
281,911N120l,Male,Premium,36.0,71.44,New,Entertainment,4,4,3,2,1,5,2,3,3,0,0,Satisfied
282,702P132u,Female,Premium,58.0,227.96,New,Sport,4,3,3,5,5,4,5,5,5,0,0,Satisfied
283,760E572w,Female,Not Premium,39.0,29.6,New,Entertainment,3,3,5,2,5,3,2,2,5,0,0,Not Satisfied
284,675Q197h,Female,Premium,37.0,47.4,New,Technology,1,1,4,4,1,2,5,4,4,0,0,Satisfied
285,924I655s,Male,Premium,38.0,37.53,New,Entertainment,3,4,1,2,5,5,3,5,1,0,0,Not Satisfied
286,927G495f,Female,Premium,46.0,52.02,New,Entertainment,4,3,1,4,1,4,3,4,1,0,0,Satisfied
287,299F349s,Male,Premium,,121.2,New,Technology,2,2,5,2,3,5,1,4,5,0,0,Satisfied
288,898S634l,Female,Premium,29.0,148.31,New,Other,5,4,2,5,2,5,5,5,2,0,0,Not Satisfied
289,974Q335w,Female,Premium,66.0,59.6,New,Technology,3,2,5,3,2,2,4,1,5,0,0,Not Satisfied
290,401I636p,Female,Premium,54.0,18.93,New,Sport,5,3,4,5,2,5,2,4,4,0,0,Not Satisfied
291,650M9n55,Female,Premium,51.0,307.19,New,Entertainment,5,5,5,5,5,5,4,5,2,0,0,Satisfied
292,013N867w,Male,Premium,56.0,58.94,New,Home/Kitchen,4,1,5,3,3,3,5,3,4,0,0,Not Satisfied
293,489N498k,Female,Premium,58.0,91.56,New,Entertainment,5,2,1,5,3,5,3,4,1,0,0,Not Satisfied
294,379M550w,Female,Premium,,22.89,Used,Technology,3,5,3,2,3,3,2,5,3,0,0,Not Satisfied
295,564F79g3,Female,Premium,58.0,151.96,New,Other,2,2,2,4,4,4,2,4,5,0,0,Satisfied
296,906H941e,Female,Premium,43.0,365.56,New,Entertainment,2,2,4,4,3,4,4,5,4,0,0,Satisfied
297,273U741r,Female,Premium,58.0,58.9,New,Home/Kitchen,1,1,4,3,4,3,5,3,4,0,0,Satisfied
298,088B805j,Female,Not Premium,30.0,149.48,New,Other,4,1,3,2,5,3,3,4,3,0,0,Not Satisfied
299,487W673u,Female,Premium,,51.56,New,Technology,5,1,4,1,5,1,2,2,4,0,0,Not Satisfied
300,959A53z2,Female,Premium,21.0,384.39,New,Entertainment,2,2,4,1,4,3,4,5,4,0,0,Satisfied
301,061P481d,Male,Premium,19.0,2.06,New,Technology,3,3,1,5,2,2,5,5,1,0,0,Not Satisfied
302,508C640b,Female,Premium,29.0,242.41,New,Technology,5,5,2,3,3,5,5,4,2,0,0,Satisfied
303,799C571z,Male,Not Premium,,127.58,Used,Sport,0,3,3,3,2,5,5,5,3,1,1,Satisfied
304,527M742h,Female,Premium,39.0,95.68,New,Technology,3,3,5,5,5,5,3,5,4,0,0,Satisfied
305,665R558b,Female,Premium,32.0,115.29,New,Home/Kitchen,2,2,5,5,2,3,5,5,5,0,0,Satisfied
306,816W237k,Male,Premium,23.0,95.34,New,Technology,5,2,4,4,2,2,3,3,4,0,0,Satisfied
307,717N599b,Male,Premium,51.0,62.73,New,Technology,3,3,1,3,3,3,2,3,1,0,0,Not Satisfied
308,454Q816w,Male,Premium,49.0,72.38,New,Home/Kitchen,4,4,1,2,2,2,4,2,2,0,0,Not Satisfied
309,346X697p,Male,Not Premium,41.0,125.77,New,Entertainment,4,3,2,4,2,3,5,4,2,1,1,Satisfied
310,407Y437z,Female,Premium,44.0,197.2,New,Technology,2,2,2,1,4,4,1,4,2,0,0,Not Satisfied
311,714X923w,Male,Premium,34.0,75.1,New,Entertainment,4,3,3,5,5,5,5,1,3,0,0,Not Satisfied
312,667V483h,Female,Premium,,86.36,New,Home/Kitchen,2,3,3,2,1,4,4,4,3,0,0,Not Satisfied
313,934Y862v,Female,Premium,33.0,309.94,Used,Home/Kitchen,5,5,4,5,5,4,4,5,4,0,0,Satisfied
314,228Z308x,Male,Premium,33.0,4.38,New,Technology,2,2,3,5,5,5,4,5,3,0,0,Satisfied
315,242V824m,Female,Premium,38.0,276.53,New,Home/Kitchen,1,1,4,4,3,4,4,3,4,0,0,Not Satisfied
316,892X505f,Male,Premium,66.0,50.47,New,Home/Kitchen,5,3,4,1,4,2,3,1,3,0,0,Not Satisfied
317,710P947c,Male,Premium,52.0,32.85,New,Technology,5,5,4,4,4,4,3,4,2,0,0,Not Satisfied
318,526E795u,Female,Premium,,56.65,New,Technology,4,4,3,1,2,4,4,4,3,0,1,Not Satisfied
319,389V578i,Female,Not Premium,27.0,268.32,New,Entertainment,2,4,2,4,1,2,2,4,2,0,0,Not Satisfied
320,812D769w,Female,Premium,47.0,44.68,New,Technology,4,4,5,5,5,5,5,5,5,0,0,Satisfied
321,800X237b,Male,Premium,34.0,74.61,New,Other,1,1,1,4,4,4,2,4,1,0,0,Satisfied
322,559W540j,Female,Premium,58.0,188.29,New,Entertainment,5,5,3,5,5,4,5,5,4,0,0,Satisfied
323,561F833m,Male,Premium,21.0,49.0,New,Entertainment,3,2,4,3,3,2,2,3,4,0,0,Not Satisfied
324,942D387i,Male,Premium,,13.94,New,Technology,4,5,5,5,3,4,5,5,5,0,0,Not Satisfied
325,831H840c,Male,Not Premium,29.0,19.0,New,Sport,4,3,1,4,5,4,3,4,1,0,0,Satisfied
326,891K148m,Female,Not Premium,25.0,60.98,New,Home/Kitchen,0,1,1,5,5,5,3,4,1,0,0,Not Satisfied
327,027E670g,Male,Premium,53.0,115.49,New,Entertainment,3,3,5,4,4,4,5,4,1,0,0,Satisfied
328,714T974q,Female,Premium,63.0,58.73,New,Entertainment,2,4,1,1,5,4,2,4,1,1,1,Not Satisfied
329,935P533r,Female,Premium,47.0,94.22,New,Home/Kitchen,4,1,1,5,4,5,3,4,1,0,0,Not Satisfied
330,312Q137a,Female,Not Premium,38.0,49.42,New,Sport,4,3,1,2,2,3,1,1,1,0,0,Not Satisfied
331,701Y44r6,Female,Not Premium,27.0,60.39,New,Entertainment,3,5,2,1,2,3,3,1,2,0,0,Not Satisfied
332,103B587p,Male,Premium,49.0,90.37,New,Home/Kitchen,5,5,2,5,5,5,3,5,4,0,0,Satisfied
333,961Y378u,Female,Premium,47.0,54.41,New,Technology,4,4,3,1,2,1,4,1,1,0,0,Not Satisfied
334,182Z121c,Female,Premium,18.0,40.84,New,Entertainment,1,3,3,2,2,2,2,3,3,0,0,Not Satisfied
335,928R698z,Female,Premium,47.0,19.7,New,Entertainment,3,3,5,5,5,5,5,5,5,0,0,Satisfied
336,939L939k,Female,Premium,49.0,29.81,New,Technology,5,1,1,4,3,5,3,4,1,0,0,Not Satisfied
337,407L85u7,Male,Premium,59.0,108.23,New,Technology,4,3,2,1,2,1,4,1,3,0,0,Not Satisfied
338,991J450j,Male,Not Premium,45.0,45.37,New,Other,3,3,5,4,5,2,1,3,5,0,0,Not Satisfied
339,997L561s,Female,Premium,26.0,137.01,New,Entertainment,1,1,5,3,3,5,5,5,5,1,1,Satisfied
340,890D955a,Male,Not Premium,64.0,113.04,New,Entertainment,3,4,5,2,5,4,2,4,5,0,0,Not Satisfied
341,377E193h,Male,Premium,44.0,367.83,New,Entertainment,1,1,5,2,2,1,4,2,2,0,1,Not Satisfied
342,468F513m,Female,Not Premium,23.0,52.78,New,Technology,3,2,5,4,5,5,4,5,5,0,0,Not Satisfied
343,655I904u,Female,Premium,46.0,57.76,New,Technology,1,5,4,4,4,1,5,1,4,0,0,Satisfied
344,903T831h,Female,Premium,67.0,12.9,New,Technology,1,1,5,4,4,3,1,4,4,0,0,Not Satisfied
345,819T139n,Female,Premium,55.0,98.32,New,Technology,4,3,4,3,5,4,1,4,4,0,0,Not Satisfied
346,532C329h,Male,Premium,,75.38,New,Technology,5,4,3,3,2,4,3,5,3,0,0,Not Satisfied
347,651M413v,Female,Premium,51.0,2.01,New,Technology,5,4,1,5,3,5,5,5,1,0,0,Not Satisfied
348,630O476b,Male,Premium,47.0,17.34,New,Technology,1,1,4,4,4,4,3,4,4,0,0,Satisfied
349,880P183r,Male,Premium,44.0,56.31,New,Sport,2,3,4,3,3,5,4,3,4,0,0,Not Satisfied
350,942N220e,Male,Premium,43.0,56.8,New,Sport,5,3,5,2,4,2,4,2,5,0,0,Not Satisfied
351,436G770j,Male,Not Premium,22.0,52.89,New,Technology,0,3,5,2,3,4,4,2,5,0,0,Not Satisfied
352,183Q535t,Female,Premium,46.0,264.74,New,Technology,1,1,3,3,3,3,5,3,5,0,0,Satisfied
353,325Z114c,Male,Premium,66.0,64.89,New,Technology,4,3,2,4,1,4,4,4,2,0,0,Not Satisfied
354,183M322u,Female,Premium,62.0,70.59,New,Technology,4,1,4,2,3,1,4,2,4,0,0,Not Satisfied
355,238S269n,Female,Premium,60.0,261.7,New,Entertainment,1,1,1,2,1,2,1,2,1,0,0,Not Satisfied
356,575L441w,Female,Premium,52.0,180.71,New,Technology,4,4,5,5,5,5,4,5,4,0,0,Satisfied
357,994V19g7,Female,Premium,,78.27,New,Entertainment,4,3,1,4,2,5,3,5,1,0,0,Not Satisfied
358,260U450w,Female,Not Premium,20.0,101.64,New,Home/Kitchen,3,4,2,4,2,4,3,3,2,0,0,Not Satisfied
359,141I401t,Female,Premium,50.0,353.85,New,Home/Kitchen,3,3,2,5,5,5,3,5,3,0,0,Satisfied
360,089X323q,Male,Not Premium,,63.02,New,Entertainment,4,4,5,3,5,5,3,4,5,0,0,Not Satisfied
361,246D248s,Female,Not Premium,27.0,58.62,New,Home/Kitchen,5,1,1,3,4,4,4,5,1,0,0,Satisfied
362,392C154k,Female,Premium,49.0,107.1,New,Entertainment,1,1,3,5,5,5,4,5,4,0,0,Satisfied
363,062N571d,Male,Premium,65.0,19.58,New,Technology,1,1,4,5,5,5,1,5,3,1,1,Satisfied
364,274J165s,Male,Premium,,38.48,New,Other,4,4,2,5,5,5,4,4,2,0,0,Satisfied
365,836K672f,Female,Premium,26.0,125.05,New,Technology,1,1,4,4,5,5,4,4,4,0,0,Satisfied
366,657K501j,Male,Premium,57.0,44.07,New,Sport,2,2,2,4,4,4,4,4,3,0,0,Satisfied
367,638C447y,Male,Premium,50.0,80.35,New,Home/Kitchen,4,1,4,5,3,5,5,5,2,0,0,Not Satisfied
368,096H371k,Male,Premium,22.0,81.48,New,Technology,2,3,4,3,2,3,1,4,4,0,0,Not Satisfied
369,658H478e,Female,Premium,,76.37,New,Sport,4,4,4,1,1,3,1,4,4,0,0,Not Satisfied
370,036M201b,Female,Not Premium,33.0,140.58,New,Technology,2,3,4,1,2,2,2,4,4,0,0,Not Satisfied
371,554Q222g,Male,Premium,51.0,95.56,New,Home/Kitchen,5,5,4,4,4,4,3,4,5,0,0,Satisfied
372,400F642w,Female,Premium,43.0,232.77,New,Technology,4,1,3,2,5,5,3,5,3,0,0,Not Satisfied
373,125U414n,Female,Not Premium,27.0,37.64,New,Technology,3,4,2,4,4,4,2,4,2,0,0,Not Satisfied
374,658R359l,Male,Premium,65.0,23.22,New,Sport,1,1,5,3,3,3,3,3,2,0,0,Not Satisfied
375,572H918u,Female,Premium,66.0,14.97,New,Other,3,5,5,2,4,4,2,4,5,0,0,Satisfied
376,523P301a,Male,Premium,20.0,334.74,Used,Sport,3,3,3,4,3,3,3,1,3,2,2,Not Satisfied
377,097V381y,Male,Not Premium,,19.63,New,Entertainment,5,1,3,5,4,5,4,4,3,0,0,Satisfied
378,120V330j,Female,Premium,57.0,251.82,New,Technology,4,4,3,1,2,1,4,1,2,0,0,Not Satisfied
379,750B319o,Female,Premium,23.0,87.46,Used,Technology,4,4,3,3,4,2,4,3,3,0,0,Not Satisfied
380,118Q552g,Female,Premium,49.0,275.81,New,Home/Kitchen,4,4,5,5,5,5,5,5,4,0,0,Satisfied
381,913Z734r,Male,Premium,54.0,19.1,New,Technology,4,5,2,5,2,3,4,5,5,0,0,Not Satisfied
382,125E397i,Male,Premium,66.0,227.64,Used,Home/Kitchen,2,2,3,3,2,3,2,3,3,0,0,Not Satisfied
383,637B227m,Male,Premium,21.0,57.97,New,Technology,4,1,4,5,3,3,1,5,4,0,0,Not Satisfied
384,932K353l,Female,Premium,46.0,276.15,New,Entertainment,5,1,4,3,3,3,3,3,5,0,0,Satisfied
385,242M294c,Male,Premium,54.0,75.31,New,Sport,4,2,5,3,1,3,4,3,5,0,0,Not Satisfied
386,560Q494z,Male,Premium,32.0,94.19,New,Technology,5,1,2,3,4,5,5,4,2,0,0,Not Satisfied
387,655X577z,Male,Premium,27.0,183.2,New,Entertainment,3,3,4,1,2,4,1,3,4,0,0,Not Satisfied
388,565F577g,Male,Premium,55.0,343.76,Used,Technology,5,5,3,4,5,4,4,4,5,0,0,Satisfied
389,268O419a,Male,Premium,24.0,176.69,New,Home/Kitchen,4,4,2,1,5,2,1,3,2,0,0,Not Satisfied
390,643D987f,Male,Premium,24.0,170.69,New,Home/Kitchen,5,3,2,3,4,3,5,5,2,0,0,Not Satisfied
391,988D0u26,Female,Not Premium,,66.89,New,Technology,2,4,2,2,4,4,2,4,2,0,0,Not Satisfied
392,077G622u,Female,Premium,37.0,28.0,New,Entertainment,4,5,4,4,2,4,5,5,4,0,0,Not Satisfied
393,178M862x,Female,Premium,49.0,123.94,New,Entertainment,4,4,3,4,4,4,5,4,3,0,0,Satisfied
394,983F503u,Male,Premium,39.0,146.75,New,Home/Kitchen,4,4,4,1,3,1,4,4,4,1,1,Satisfied
395,474A630g,Female,Not Premium,38.0,71.04,Used,Technology,4,3,2,4,2,4,2,3,2,1,1,Not Satisfied
396,111C237n,Female,Premium,42.0,56.2,New,Sport,3,3,4,3,1,5,5,5,4,0,0,Satisfied
397,582O129z,Male,Not Premium,21.0,61.06,New,Other,4,4,2,3,2,3,3,4,2,0,0,Not Satisfied
398,684X348q,Female,Premium,55.0,214.92,New,Home/Kitchen,1,1,5,1,1,1,4,1,3,0,0,Not Satisfied
399,945T655g,Female,Premium,75.0,72.85,Used,Home/Kitchen,2,4,5,3,4,3,5,5,5,0,0,Satisfied
400,452D860v,Male,Not Premium,22.0,92.92,New,Home/Kitchen,2,4,1,3,3,4,3,5,1,0,0,Satisfied
401,363E614u,Female,Not Premium,23.0,48.23,New,Other,0,4,2,5,2,4,5,3,2,0,0,Not Satisfied
402,997B358e,Male,Premium,41.0,390.56,New,Entertainment,2,2,4,2,2,2,2,2,3,0,0,Not Satisfied
403,677T843p,Male,Premium,41.0,218.91,New,Technology,5,1,4,5,5,5,3,5,4,0,0,Satisfied
404,639W357a,Male,Premium,60.0,10.58,New,Entertainment,4,4,2,2,2,1,3,2,2,0,0,Not Satisfied
405,992O250t,Female,Premium,31.0,118.41,New,Home/Kitchen,5,1,5,5,2,5,3,4,5,0,1,Not Satisfied
406,474U975x,Female,Premium,42.0,60.15,New,Entertainment,4,1,1,3,5,4,5,5,1,0,0,Not Satisfied
407,505O841m,Male,Premium,42.0,241.9,New,Entertainment,4,4,1,5,5,5,1,5,5,0,0,Satisfied
408,490C740g,Female,Premium,42.0,197.15,New,Entertainment,5,5,5,4,4,4,5,4,4,0,0,Satisfied
409,899H782q,Male,Premium,,180.79,New,Entertainment,5,2,3,3,4,4,3,4,3,0,0,Not Satisfied
410,727K286z,Male,Premium,28.0,22.5,New,Technology,4,2,2,5,3,5,5,5,2,0,0,Not Satisfied
411,295P719j,Female,Premium,58.0,383.02,New,Technology,5,5,4,5,4,5,2,5,4,0,0,Satisfied
412,954M253g,Female,Premium,,198.19,New,Technology,2,3,4,1,3,4,4,3,4,0,0,Not Satisfied
413,950N109f,Female,Not Premium,19.0,30.0,New,Entertainment,4,3,1,2,2,3,4,4,1,0,0,Not Satisfied
414,247T416o,Female,Premium,40.0,398.06,New,Technology,5,1,5,4,4,4,3,4,4,0,0,Satisfied
415,625F423a,Female,Premium,52.0,157.45,New,Home/Kitchen,2,2,1,4,4,4,2,4,1,0,0,Not Satisfied
416,260P420b,Male,Premium,59.0,127.18,New,Technology,2,2,5,4,4,4,2,4,1,0,0,Satisfied
417,019S401x,Female,Premium,43.0,288.46,New,Technology,3,3,5,4,3,4,5,5,5,0,0,Satisfied
418,184P832n,Male,Not Premium,46.0,146.7,New,Home/Kitchen,4,4,3,3,1,4,5,2,3,0,0,Not Satisfied
419,920J267q,Female,Premium,35.0,386.25,New,Technology,2,2,2,4,4,4,5,4,3,0,0,Satisfied
420,086S886n,Male,Premium,28.0,48.47,New,Technology,5,5,4,2,4,5,5,1,4,0,0,Satisfied
421,460Q859r,Female,Premium,52.0,272.47,Used,Technology,1,2,3,3,3,3,2,4,2,2,1,Not Satisfied
422,162Y191m,Male,Not Premium,37.0,98.97,New,Home/Kitchen,2,3,5,4,5,3,2,3,5,0,0,Not Satisfied
423,325Z504b,Male,Premium,48.0,52.97,New,Home/Kitchen,2,3,2,4,4,4,2,4,1,0,0,Not Satisfied
424,209K944s,Female,Not Premium,42.0,26.7,New,Technology,5,4,2,1,1,3,5,5,2,1,1,Satisfied
425,563Y986p,Male,Premium,41.0,176.06,New,Sport,3,3,4,4,5,4,4,4,3,0,0,Satisfied
426,906X826m,Female,Premium,26.0,393.17,New,Sport,5,1,2,3,4,5,2,3,2,1,1,Not Satisfied
427,080K477s,Male,Premium,27.0,69.55,New,Technology,5,2,4,3,5,5,4,4,4,0,0,Not Satisfied
428,557Y537p,Female,Premium,37.0,207.28,New,Home/Kitchen,4,4,2,4,4,4,1,4,5,0,0,Satisfied
429,946J658k,Male,Premium,64.0,319.69,New,Technology,1,1,2,4,4,4,5,4,3,0,0,Satisfied
430,861G807y,Male,Not Premium,,126.58,New,Technology,2,2,2,3,2,4,5,5,2,0,0,Not Satisfied
431,125D664s,Female,Not Premium,37.0,40.24,New,Other,2,4,1,4,3,5,3,5,1,0,0,Not Satisfied
432,072L954j,Female,Premium,48.0,32.96,New,Home/Kitchen,3,3,4,4,4,4,4,4,5,0,0,Satisfied
433,992Y697b,Female,Premium,22.0,210.32,New,Entertainment,1,1,3,2,2,2,4,4,3,0,0,Not Satisfied
434,127O232m,Male,Premium,56.0,27.55,Used,Entertainment,5,5,2,4,4,4,5,4,3,0,0,Satisfied
435,391Y510t,Male,Premium,,212.79,New,Technology,4,4,1,2,2,3,1,4,1,0,0,Not Satisfied
436,841K435j,Female,Premium,50.0,369.26,New,Entertainment,1,1,3,3,3,3,5,3,5,0,0,Satisfied
437,391R775g,Male,Premium,52.0,198.24,New,Technology,3,3,4,5,5,5,4,5,3,0,0,Satisfied
438,387E109i,Female,Not Premium,30.0,122.22,New,Home/Kitchen,3,4,1,3,3,4,3,4,1,0,0,Not Satisfied
439,196B308m,Male,Premium,30.0,1.09,New,Entertainment,4,4,3,4,4,4,2,3,3,0,0,Not Satisfied
440,307I286e,Female,Premium,61.0,28.37,New,Entertainment,4,4,2,2,5,3,1,3,2,0,0,Not Satisfied
441,702V296a,Male,Premium,21.0,76.64,New,Sport,4,3,4,5,5,4,4,4,4,0,0,Not Satisfied
442,856K766g,Male,Premium,59.0,397.79,New,Technology,4,2,5,3,3,3,3,3,1,0,0,Not Satisfied
443,109T334n,Male,Premium,52.0,391.92,New,Other,4,4,5,5,5,5,4,5,4,0,0,Satisfied
444,421Q644y,Male,Premium,39.0,68.19,New,Entertainment,1,4,1,1,5,3,3,3,1,0,0,Not Satisfied
445,031E439q,Female,Premium,68.0,40.31,New,Technology,1,4,3,2,2,3,2,3,3,0,0,Not Satisfied
446,966A404j,Female,Premium,,90.76,New,Technology,1,2,1,2,2,2,3,2,1,1,1,Not Satisfied
447,884I969i,Male,Premium,66.0,135.41,New,Home/Kitchen,3,3,4,3,4,3,5,3,2,0,0,Not Satisfied
448,369E36q4,Female,Premium,51.0,381.55,New,Technology,2,2,3,4,4,4,4,4,5,0,0,Satisfied
449,836F295u,Female,Premium,50.0,51.59,New,Technology,4,4,2,4,2,2,3,5,2,1,1,Satisfied
450,310H811y,Female,Premium,20.0,127.1,New,Entertainment,2,4,1,4,1,3,1,4,1,0,0,Not Satisfied
451,996O454e,Female,Premium,44.0,27.72,New,Technology,5,5,1,2,4,2,4,1,1,0,0,Not Satisfied
452,628P721x,Male,Premium,62.0,29.21,New,Sport,1,4,3,3,4,3,4,3,3,0,0,Not Satisfied
453,048K193d,Male,Premium,,157.61,New,Home/Kitchen,5,1,5,3,2,4,4,5,5,0,0,Not Satisfied
454,506L770g,Male,Premium,39.0,11.13,New,Technology,5,1,2,3,3,5,4,4,2,0,0,Satisfied
455,509D171v,Female,Premium,47.0,40.77,New,Home/Kitchen,4,2,5,3,2,4,5,5,5,0,0,Not Satisfied
456,007F224l,Male,Not Premium,38.0,125.03,New,Sport,2,3,2,1,3,3,1,3,2,0,0,Not Satisfied
457,093S109i,Male,Premium,41.0,266.82,New,Sport,2,4,3,5,5,5,5,5,4,0,0,Satisfied
458,444I401c,Male,Premium,47.0,112.71,New,Entertainment,5,5,5,4,4,4,3,4,5,0,0,Satisfied
459,041G927u,Male,Not Premium,39.0,15.2,New,Entertainment,1,1,2,4,4,5,5,4,2,0,0,Not Satisfied
460,486F316h,Male,Premium,31.0,21.04,New,Entertainment,5,4,4,1,2,1,2,3,4,0,0,Not Satisfied
461,468Q385v,Female,Premium,41.0,114.73,New,Entertainment,5,4,5,2,3,4,1,2,5,0,0,Not Satisfied
462,999R721x,Male,Premium,47.0,257.01,New,Technology,2,2,5,4,4,4,4,4,5,0,0,Satisfied
463,140O990k,Female,Not Premium,24.0,65.44,New,Home/Kitchen,4,3,3,4,1,4,2,4,3,0,0,Not Satisfied
464,179M503i,Male,Premium,63.0,49.74,New,Home/Kitchen,4,2,2,5,5,5,4,4,4,1,1,Not Satisfied
465,202N295q,Female,Premium,49.0,149.88,New,Technology,4,4,4,4,4,4,4,4,5,0,0,Satisfied
466,672C863m,Female,Premium,51.0,2.19,New,Home/Kitchen,4,4,2,1,5,4,2,5,2,1,1,Satisfied
